Sourcekey,MCRFPUS2,MCRFPP12,MCRFPFL2,MCRFPNY2,MCRFPPA2,MCRFPVA2,MCRFPWV2,MCRFPP22,MCRFPIL2,MCRFPIN2,MCRFPKS2,MCRFPKY2,MCRFP_SMI_2,MCRFPMO2,MCRFPNE2,MCRFPND2,MCRFPOH2,MCRFPOK2,MCRFPSD2,MCRFPTN2,MCRFPP32,MCRFPAL2,MCRFPAR2,MCRFPLA2,MCRFPMS2,MCRFPNM2,MCRFPTX2,MCRFP3FM2,MCRFPP42,MCRFPCO2,M_EPC0_FPF_SID_MBBLD,MCRFPMT2,MCRFPUT2,MCRFPWY2,MCRFPP52,MCRFPAK2,MCRFPAKS2,MANFPAK2,MCRFPAZ2,MCRFPCA2,MCRFPNV2,MCRFP5F2,
Date,U.S. Field Production of Crude Oil (Thousand Barrels per Day),East Coast (PADD 1) Field Production of Crude Oil (Thousand Barrels per Day),Florida Field Production of Crude Oil (Thousand Barrels per Day),New York Field Production of Crude Oil (Thousand Barrels per Day),Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),Virginia Field Production of Crude Oil (Thousand Barrels per Day),West Virginia Field Production of Crude Oil (Thousand Barrels per Day),Midwest (PADD 2) Field Production of Crude Oil (Thousand Barrels per Day),Illinois Field Production of Crude Oil (Thousand Barrels per Day),Indiana Field Production of Crude Oil (Thousand Barrels per Day),Kansas Field Production of Crude Oil (Thousand Barrels per Day),Kentucky Field Production of Crude Oil (Thousand Barrels per Day),Michigan Field Production of Crude Oil (Thousand Barrels per Day),Missouri Field Production of Crude Oil (Thousand Barrels per Day),Nebraska Field Production of Crude Oil (Thousand Barrels per Day),North Dakota Field Production of Crude Oil (Thousand Barrels per Day),Ohio Field Production of Crude Oil (Thousand Barrels per Day),Oklahoma Field Production of Crude Oil (Thousand Barrels per Day),South Dakota Field Production of Crude Oil (Thousand Barrels per Day),Tennessee Field Production of Crude Oil (Thousand Barrels per Day),Gulf Coast (PADD 3) Field Production of Crude Oil (Thousand Barrels per Day),Alabama Field Production of Crude Oil (Thousand Barrels per Day),Arkansas Field Production of Crude Oil (Thousand Barrels per Day),Louisiana Field Production of Crude Oil (Thousand Barrels per Day),Mississippi Field Production of Crude Oil (Thousand Barrels per Day),New Mexico Field Production of Crude Oil (Thousand Barrels per Day),Texas Field Production of Crude Oil (Thousand Barrels per Day),Federal Offshore--Gulf of Mexico Field Production of Crude Oil (Thousand Barrels per Day),Rocky Mountain (PADD 4) Field Production of Crude Oil (Thousand Barrels per Day),Colorado Field Production of Crude Oil (Thousand Barrels per Day),Idaho Field Production of Crude Oil (Thousand Barrels per Day),Montana Field Production of Crude Oil (Thousand Barrels per Day),Utah Field Production of Crude Oil (Thousand Barrels per Day),Wyoming Field Production of Crude Oil (Thousand Barrels per Day),West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),Alaska Field Production of Crude Oil (Thousand Barrels per Day),Alaska South Field Production of Crude Oil (Thousand Barrels per Day),Alaska North Slope Crude Oil Production (Thousand Barrels per Day),Arizona Field Production of Crude Oil (Thousand Barrels per Day),California Field Production of Crude Oil (Thousand Barrels per Day),Nevada Field Production of Crude Oil (Thousand Barrels per Day),Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),
Apr-2010,5383,20,4,1,9,0,5,663,27,5,114,6,18,1,6,284,13,185,4,1,3075,18,16,183,65,175,1137,1481,369,88,0,69,66,146,1256,640,11,629,0,554,1,62,
May-2010,5391,20,5,1,9,0,5,666,24,5,109,10,18,0,6,297,13,178,4,1,3145,19,16,185,65,178,1146,1536,372,89,0,69,67,147,1188,571,10,562,0,554,1,61,
Jun-2010,5381,21,5,1,9,0,6,700,26,5,115,7,18,0,6,313,13,191,4,1,3144,19,16,186,65,176,1139,1543,369,86,0,68,68,146,1148,534,10,524,0,551,1,61,
Jul-2010,5299,21,5,1,9,0,5,704,25,5,111,7,19,0,6,320,13,192,4,1,3052,20,15,187,65,179,1152,1434,367,83,0,69,69,146,1155,545,10,534,0,550,1,59,
Aug-2010,5442,20,5,1,9,0,5,704,24,5,112,4,19,0,7,328,13,186,4,1,3190,20,15,187,66,180,1168,1555,379,93,0,69,71,146,1147,538,11,528,0,552,1,56,
Sep-2010,5611,21,5,1,9,0,5,730,25,5,113,9,20,0,7,342,13,189,5,1,3247,21,16,190,66,178,1191,1587,386,96,0,71,71,148,1227,614,10,604,0,553,1,58,
Oct-2010,5621,20,5,1,9,0,5,722,25,5,110,7,19,0,7,342,13,189,5,1,3255,20,16,187,66,186,1215,1565,407,95,0,71,71,170,1216,618,10,608,0,539,1,57,
Nov-2010,5567,21,5,1,9,0,5,747,24,5,111,2,19,0,7,355,13,204,5,1,3204,21,16,185,67,190,1243,1482,385,97,0,70,71,148,1211,606,12,595,0,547,1,56,
Dec-2010,5602,20,6,1,9,0,5,749,24,5,115,10,20,0,7,343,13,207,4,1,3245,21,16,183,68,188,1278,1491,381,97,0,68,70,145,1207,612,10,602,0,536,1,58,
Jan-2011,5492,21,6,1,10,0,5,730,23,5,108,5,20,0,7,341,13,201,4,1,3320,21,16,183,68,191,1281,1562,368,93,0,66,67,142,1053,464,4,459,0,535,1,53,
Feb-2011,5399,21,5,1,10,0,5,706,22,5,109,3,20,0,7,347,13,175,4,1,3091,21,16,184,67,164,1227,1411,376,98,0,67,68,143,1205,611,10,601,0,540,1,53,
Mar-2011,5612,22,6,1,10,0,6,779,26,5,118,7,19,0,7,359,13,220,4,1,3217,21,16,193,66,194,1337,1389,388,104,0,66,71,147,1206,611,10,601,0,538,1,55,
Apr-2011,5552,22,6,1,10,0,6,755,24,5,114,6,19,0,7,350,13,212,4,1,3179,22,16,187,66,193,1349,1346,392,107,0,65,72,149,1204,606,11,595,0,540,1,57,
May-2011,5613,22,5,1,10,0,6,769,23,5,116,6,19,0,7,362,13,213,4,1,3250,23,16,186,66,193,1393,1373,390,106,0,65,71,148,1182,582,10,572,0,543,1,55,
Jun-2011,5578,22,5,1,10,0,6,800,25,6,116,7,19,0,7,384,13,217,4,1,3208,23,16,185,66,193,1400,1325,397,107,0,65,72,152,1152,553,11,542,0,541,1,57,
Jul-2011,5430,21,5,1,9,0,6,833,25,5,111,9,18,0,7,424,13,216,4,1,3134,23,16,184,68,197,1436,1211,395,106,0,65,72,151,1046,453,12,441,0,535,1,56,
Aug-2011,5651,23,5,1,9,0,8,857,26,6,118,6,19,0,7,444,13,213,5,1,3256,24,16,187,66,200,1490,1272,400,111,0,66,72,151,1116,526,11,515,0,535,1,54,
Sep-2011,5583,22,6,1,9,0,6,864,26,6,114,7,19,0,7,462,13,204,5,1,3119,23,17,185,66,201,1538,1090,403,113,0,65,74,150,1174,585,11,574,0,532,1,56,
Oct-2011,5886,22,6,1,9,0,6,907,27,6,110,6,20,0,7,489,13,224,5,1,3390,24,16,197,66,201,1595,1291,410,115,0,68,75,152,1156,566,11,555,0,534,1,55,
Nov-2011,6001,22,6,1,9,0,6,927,27,6,121,3,20,0,7,508,13,215,5,1,3454,25,17,198,66,212,1658,1278,416,118,0,69,76,153,1182,593,11,582,0,538,1,50,
Dec-2011,6032,22,6,1,9,0,6,954,26,6,110,10,20,0,7,533,13,224,5,1,3458,25,17,199,64,208,1689,1257,416,117,0,67,74,157,1182,592,12,580,0,538,1,51,
Jan-2012,6161,24,6,1,11,0,6,989,26,6,119,3,20,0,9,546,14,239,5,1,3547,25,17,192,64,217,1724,1307,418,120,0,66,75,157,1183,593,12,581,0,537,1,52,
Feb-2012,6245,24,6,1,11,0,7,1015,27,6,118,22,21,0,8,556,14,236,5,1,3611,25,18,189,65,217,1771,1326,423,122,0,69,76,156,1173,582,11,571,0,538,1,51,
Mar-2012,6301,25,6,1,11,0,7,1022,27,6,118,12,20,0,9,579,14,232,5,1,3695,25,18,192,67,219,1798,1375,430,127,0,67,78,159,1128,567,10,558,0,534,1,26,
Apr-2012,6296,24,5,1,11,0,7,1049,27,6,120,2,21,0,8,609,14,237,5,1,3661,25,18,194,67,223,1868,1266,428,123,0,71,79,155,1133,552,11,541,0,541,1,39,
May-2012,6351,24,6,1,11,0,7,1114,27,6,121,13,20,1,8,641,14,256,5,1,3637,24,18,197,69,224,1910,1195,439,132,0,71,80,157,1137,546,11,535,0,539,1,51,
Jun-2012,6269,25,6,1,11,0,7,1134,27,6,119,8,20,0,9,662,14,262,5,1,3592,25,18,193,69,228,1946,1114,431,126,0,68,81,155,1087,493,10,483,0,541,1,52,
Jul-2012,6421,26,6,1,13,0,6,1151,27,6,118,7,20,1,8,674,14,272,5,1,3790,25,17,197,68,237,1995,1252,443,130,0,73,83,157,1011,415,11,404,0,541,1,53,
Aug-2012,6329,26,6,1,13,0,7,1180,27,6,120,7,20,1,7,701,14,270,5,1,3673,27,17,178,66,236,2051,1098,452,132,0,74,86,160,997,404,11,393,0,541,1,50,
Sep-2012,6563,26,6,1,13,0,6,1187,26,7,118,8,20,1,8,726,14,254,5,1,3794,28,18,172,67,245,2087,1178,463,139,0,75,88,160,1094,502,12,490,0,537,1,54,
Oct-2012,6946,27,6,1,13,0,7,1246,27,8,124,7,20,1,9,747,14,285,5,1,4048,27,18,205,69,251,2150,1327,482,154,0,79,89,160,1143,547,11,535,0,543,1,52,
Nov-2012,7037,29,6,1,13,0,9,1211,27,8,122,6,20,1,8,733,14,265,5,1,4159,28,19,204,69,253,2214,1373,489,160,0,78,90,162,1149,553,11,542,0,539,1,55,
Dec-2012,7088,28,6,1,13,0,9,1260,25,7,117,9,21,1,8,765,14,287,5,1,4177,28,18,203,68,254,2228,1378,487,161,0,78,86,162,1136,556,12,544,0,534,1,45,
Jan-2013,7025,31,6,1,13,0,11,1213,26,7,128,6,22,1,6,736,16,260,5,1,4170,29,18,198,68,254,2271,1332,476,157,0,77,83,160,1134,549,12,536,0,534,1,50,
Feb-2013,7144,33,6,1,13,0,13,1264,26,7,116,7,22,1,7,778,16,279,5,1,4223,29,19,202,68,258,2332,1315,494,162,0,78,88,166,1130,541,13,528,0,536,1,52,
Mar-2013,7208,35,6,1,13,0,15,1325,26,7,132,6,21,0,7,783,16,320,5,1,4212,29,18,198,68,259,2384,1255,507,164,0,80,90,174,1129,533,13,521,0,545,1,50,
Apr-2013,7355,33,4,1,13,0,15,1337,26,7,133,6,21,1,7,790,18,323,5,1,4348,28,18,197,69,278,2422,1336,513,168,0,82,91,172,1124,523,13,510,0,548,1,52,
May-2013,7316,38,5,1,13,0,19,1358,26,6,131,6,21,1,7,807,18,330,5,1,4291,28,18,199,68,281,2496,1201,516,166,0,81,94,174,1112,515,14,502,0,548,1,48,
Jun-2013,7268,42,6,1,13,0,23,1374,25,7,128,7,21,1,7,820,18,336,5,1,4253,28,18,201,66,285,2533,1122,518,169,0,80,94,175,1082,486,14,471,0,545,1,50,
Jul-2013,7483,48,6,1,16,0,25,1394,27,6,126,6,21,0,7,869,26,298,5,1,4419,28,18,198,67,287,2584,1238,529,179,0,82,98,169,1094,493,15,478,0,545,1,55,
Aug-2013,7531,49,6,1,16,0,25,1499,27,7,129,6,21,1,8,908,26,361,5,1,4406,29,18,199,67,291,2617,1185,551,188,0,83,101,179,1027,428,16,412,0,548,1,50,
Sep-2013,7784,46,7,1,16,0,22,1475,26,6,128,6,22,1,8,930,26,315,5,1,4597,28,18,197,65,299,2670,1319,555,189,0,80,104,181,1111,511,16,495,0,547,1,51,
Oct-2013,7699,45,7,1,16,0,21,1493,26,7,134,6,21,1,9,941,28,315,5,1,4472,29,18,191,65,301,2691,1177,573,209,0,80,105,179,1116,521,17,504,0,546,1,49,
Nov-2013,7873,47,7,1,16,0,24,1511,26,7,128,6,0,1,10,974,28,326,5,1,4589,29,18,194,65,286,2695,1303,586,215,0,81,105,185,1140,536,17,519,0,552,1,51,
Dec-2013,7899,47,6,1,16,0,24,1479,26,6,126,6,21,1,10,927,28,323,5,1,4668,28,19,192,65,299,2780,1285,559,209,0,77,99,174,1145,546,18,528,0,546,1,52,
Jan-2014,8051,47,6,1,18,0,22,1538,23,5,138,6,22,0,10,935,33,359,5,1,4745,26,18,185,62,307,2843,1304,574,211,0,78,103,182,1147,542,18,524,0,553,1,52,
Feb-2014,8136,49,6,1,18,0,24,1535,23,6,127,7,23,1,10,947,33,353,5,1,4848,28,18,189,64,319,2899,1331,585,215,0,80,106,184,1119,515,18,497,0,552,1,51,
Mar-2014,8274,49,6,1,18,0,24,1580,25,6,132,6,20,1,8,971,33,372,5,1,4910,27,19,193,64,323,2961,1322,611,232,0,79,108,192,1124,530,17,513,0,552,1,42,
Apr-2014,8573,47,6,1,18,0,22,1648,27,6,136,7,23,1,8,999,38,398,5,1,5105,26,18,190,64,332,3050,1425,628,238,0,81,113,196,1145,537,17,520,0,559,1,48,
May-2014,8612,49,6,1,18,0,24,1657,26,7,137,7,21,1,8,1034,38,374,5,1,5122,27,18,194,64,334,3071,1413,646,253,0,79,113,201,1139,524,17,507,0,562,1,52,
Jun-2014,8718,50,7,1,18,0,24,1711,26,7,131,7,21,1,8,1086,38,381,5,1,5193,27,19,194,64,332,3145,1412,668,263,0,81,115,209,1096,485,16,468,0,558,1,52,
Jul-2014,8782,53,6,1,19,0,26,1732,27,7,137,7,19,1,8,1108,44,368,5,1,5287,26,19,187,66,346,3216,1428,675,271,0,83,113,208,1035,422,18,404,0,559,1,53,
Aug-2014,8886,55,6,1,19,0,29,1767,27,7,136,7,20,0,8,1127,44,385,5,1,5351,25,19,189,66,348,3269,1435,692,281,0,83,114,215,1020,398,18,380,0,567,1,54,
Sep-2014,9041,60,6,1,19,0,34,1838,27,8,140,8,20,1,7,1178,44,400,5,1,5344,27,19,191,68,339,3278,1422,700,278,0,84,116,222,1098,477,19,458,0,568,1,51,
Oct-2014,9221,60,6,1,19,0,34,1862,28,8,143,8,19,1,8,1176,50,416,5,1,5456,27,19,191,72,371,3348,1428,723,291,0,84,116,232,1120,500,20,480,0,568,1,50,
Nov-2014,9303,64,6,1,19,0,38,1879,26,7,136,7,21,0,9,1181,50,435,5,1,5506,28,19,186,72,376,3437,1389,719,295,0,85,115,225,1134,513,18,494,0,569,1,51,
Dec-2014,9467,66,6,1,19,0,39,1850,28,8,136,9,19,0,8,1221,50,364,5,1,5677,29,19,191,73,381,3532,1452,746,311,0,86,114,235,1129,515,19,495,0,562,1,52,
Jan-2015,9385,55,6,1,18,0,29,1911,26,7,134,9,20,0,8,1184,63,454,5,1,5553,27,18,188,71,367,3430,1452,748,318,0,83,111,235,1118,500,19,481,0,564,1,53,
Feb-2015,9511,60,6,1,20,0,32,1891,24,6,134,9,21,0,9,1171,63,448,5,1,5693,29,18,188,72,390,3541,1456,762,327,0,86,110,239,1105,488,19,469,0,562,1,54,
Mar-2015,9578,58,6,1,20,0,32,1933,24,6,136,4,17,0,9,1182,63,486,5,1,5699,28,18,180,73,416,3604,1380,775,333,0,85,110,246,1112,506,19,487,0,561,1,45,
Apr-2015,9650,60,4,1,20,0,35,1920,28,6,127,4,20,0,8,1164,75,480,5,1,5777,26,17,177,73,425,3554,1504,780,338,0,82,108,251,1114,510,20,490,0,560,1,43,
May-2015,9464,63,7,1,20,0,35,1934,26,6,122,13,18,0,8,1196,75,463,5,1,5618,27,17,176,73,426,3494,1404,770,342,0,81,107,241,1079,473,19,453,0,559,1,46,
Jun-2015,9344,62,7,1,19,0,36,1952,26,6,136,6,19,0,8,1204,75,466,4,1,5554,27,17,173,70,415,3440,1413,755,337,0,79,103,236,1021,447,18,428,0,549,1,24,
Jul-2015,9430,60,6,1,20,0,34,1916,26,6,125,9,17,0,7,1201,75,444,4,1,5681,26,17,170,68,405,3429,1567,757,344,0,77,101,235,1015,450,19,431,0,544,1,19,
Aug-2015,9400,58,6,1,18,0,32,1895,26,6,121,7,18,0,9,1181,75,446,4,1,5717,26,17,169,66,415,3396,1630,756,347,0,75,100,234,974,408,18,390,0,547,1,19,
Sep-2015,9460,56,6,1,19,0,30,1879,27,6,120,8,18,0,8,1155,75,456,4,1,5752,26,17,172,66,416,3394,1661,735,331,0,75,96,233,1038,472,17,455,0,546,1,19,
Oct-2015,9388,54,6,1,19,0,29,1888,27,6,117,10,17,0,7,1166,79,454,4,1,5641,26,17,170,65,408,3378,1578,745,345,0,73,94,233,1060,497,18,479,0,543,1,19,
Nov-2015,9318,52,6,1,19,0,26,1865,25,5,106,2,18,0,7,1174,79,442,4,1,5578,25,16,166,63,414,3369,1524,735,342,0,72,91,231,1087,523,17,506,0,545,1,19,
Dec-2015,9251,57,6,1,20,0,30,1858,27,6,116,12,16,0,6,1145,79,445,4,1,5535,25,16,163,61,359,3306,1605,721,332,0,71,91,228,1080,522,17,506,0,539,1,18,
Jan-2016,9197,47,6,1,18,0,22,1816,22,5,109,7,17,0,6,1114,70,460,4,1,5555,24,16,157,60,379,3326,1593,706,332,0,69,88,217,1072,516,16,500,0,538,1,18,
Feb-2016,9055,46,6,1,18,0,22,1767,24,5,110,4,17,0,6,1112,70,415,4,1,5496,23,16,162,59,398,3288,1549,690,327,0,68,84,211,1055,507,16,491,0,530,1,17,
Mar-2016,9081,44,6,1,18,0,20,1784,25,5,112,8,15,0,6,1104,70,432,4,1,5518,22,15,162,57,406,3243,1612,679,319,1,67,82,210,1057,511,16,495,0,527,1,17,
Apr-2016,8866,46,5,1,20,0,20,1684,24,5,102,6,16,0,7,1035,63,421,4,1,5441,22,16,162,57,405,3206,1574,671,316,1,65,83,206,1023,489,16,473,0,517,1,17,
May-2016,8824,45,5,1,19,0,21,1700,23,5,106,3,15,0,6,1040,63,433,4,1,5392,22,15,159,57,393,3153,1593,655,311,1,64,82,197,1031,505,15,490,0,507,1,18,
Jun-2016,8670,43,5,1,16,0,21,1692,25,5,108,11,16,0,6,1020,63,433,4,1,5319,22,15,156,56,389,3130,1551,646,309,1,64,80,193,971,470,15,455,0,484,1,17,
Jul-2016,8635,44,5,1,16,0,22,1640,22,5,101,9,15,0,6,1023,53,401,4,1,5332,22,15,156,55,392,3125,1568,658,320,1,62,80,194,961,438,16,422,0,506,1,16,
Aug-2016,8670,45,5,1,17,0,22,1616,24,5,101,5,15,0,6,976,53,425,4,1,5372,22,15,149,54,392,3122,1617,655,323,0,61,83,188,983,459,16,443,0,507,1,17,
Sep-2016,8519,41,5,1,16,0,20,1592,24,5,101,6,16,0,6,966,53,411,4,1,5259,22,15,154,53,401,3106,1508,653,322,1,61,83,187,974,452,15,437,0,505,1,16,
Oct-2016,8787,42,5,1,16,0,20,1672,23,5,100,4,15,0,7,1037,49,428,4,1,5401,22,15,155,53,408,3143,1605,660,320,0,61,85,193,1013,495,15,480,0,501,1,16,
Nov-2016,8888,43,5,1,17,0,21,1670,23,5,99,10,16,0,6,1027,49,430,4,1,5485,22,15,147,53,416,3150,1682,661,319,1,61,85,195,1029,513,15,498,0,499,1,16,
Dec-2016,8778,42,5,1,16,0,20,1558,23,5,95,12,15,0,6,935,49,413,3,1,5527,21,15,145,53,421,3148,1725,634,302,1,57,86,189,1016,519,15,505,0,480,1,16,
Jan-2017,8840,44,5,1,16,0,22,1580,22,5,97,5,14,0,6,976,51,399,4,1,5573,20,14,145,51,419,3185,1739,627,298,0,57,86,185,1017,516,14,502,0,484,1,16,
Feb-2017,9083,45,5,1,15,0,24,1658,24,5,103,4,14,0,6,1025,52,419,4,1,5721,20,15,146,50,443,3294,1753,635,298,0,59,89,189,1025,513,14,499,0,495,1,16,
Mar-2017,9140,44,6,1,16,0,22,1670,23,5,99,8,14,0,6,1016,48,445,4,1,5743,20,15,151,51,442,3290,1775,660,307,0,58,91,203,1023,526,13,513,0,480,1,16,
Apr-2017,9085,45,6,1,17,0,22,1694,23,5,99,12,14,0,6,1040,47,442,4,1,5645,19,15,149,51,447,3301,1663,678,325,0,57,91,204,1023,525,12,514,0,480,1,16,
May-2017,9168,46,6,1,16,0,24,1662,22,5,100,5,14,0,6,1029,51,426,3,1,5759,19,15,144,50,462,3388,1682,698,343,0,58,95,202,1003,508,13,495,0,478,1,16,
Jun-2017,9074,47,5,1,16,0,25,1677,23,5,101,7,14,0,6,1023,50,442,4,1,5711,19,14,141,47,444,3415,1631,685,328,0,58,97,202,954,463,13,449,0,475,1,16,
Jul-2017,9230,51,6,1,20,0,25,1684,22,5,96,4,15,0,4,1039,51,443,4,1,5866,18,15,140,47,447,3442,1757,708,352,0,57,94,205,922,423,15,407,0,482,1,16,
Aug-2017,9244,52,5,1,19,0,27,1762,23,5,99,11,15,0,6,1079,53,467,4,1,5741,18,14,141,48,458,3345,1717,739,377,0,57,97,208,950,451,15,436,0,482,1,16,
Sep-2017,9495,50,4,1,19,0,26,1776,23,5,95,7,15,0,6,1096,56,469,4,1,5934,18,14,139,49,497,3525,1693,768,399,0,56,97,215,967,482,16,466,0,469,1,15,
Oct-2017,9703,57,5,1,22,0,30,1885,22,5,97,0,15,0,6,1184,54,497,4,1,5987,18,14,135,47,519,3776,1477,782,409,0,55,97,221,992,507,16,491,0,469,1,15,
Nov-2017,10103,59,5,1,21,0,32,1916,23,5,99,8,15,0,6,1197,57,501,4,1,6336,18,14,142,48,522,3903,1689,798,421,0,55,97,226,994,510,16,494,0,468,1,15,
Dec-2017,10040,57,5,1,20,0,31,1894,23,5,92,10,15,0,6,1183,53,504,3,1,6292,17,14,138,46,537,3963,1576,810,436,0,54,94,225,988,512,16,497,0,461,1,13,
Jan-2018,9995,51,5,1,17,0,28,1880,19,4,93,2,15,0,5,1158,50,530,4,1,6263,16,14,122,45,541,3894,1631,815,436,0,56,100,222,985,508,16,492,0,463,1,14,
Feb-2018,10248,51,5,1,18,0,27,1884,22,5,96,4,15,0,5,1151,54,527,4,1,6515,17,14,131,48,586,4015,1704,807,428,0,56,100,223,991,513,16,497,0,463,1,14,
Mar-2018,10461,53,5,1,18,0,29,1903,23,5,97,12,14,0,6,1145,54,543,4,1,6698,17,14,131,47,623,4185,1681,817,428,0,53,104,231,990,512,16,497,0,462,1,16,
Apr-2018,10475,53,5,1,19,0,29,1946,22,4,97,4,13,0,5,1211,54,531,4,1,6662,17,14,128,47,650,4222,1583,837,447,0,54,103,232,978,497,15,482,0,465,1,16,
May-2018,10464,53,5,1,19,0,29,1977,24,5,97,7,15,0,5,1235,58,527,3,1,6625,16,14,131,48,651,4260,1506,833,449,0,58,97,228,976,496,16,480,0,464,1,15,
Jun-2018,10672,54,5,1,18,0,30,1964,23,5,96,9,16,0,6,1219,64,523,3,1,6924,16,14,129,47,656,4406,1656,803,424,0,58,95,226,927,451,15,436,0,462,1,14,
Jul-2018,10936,56,5,1,17,0,33,2011,24,5,95,4,16,0,6,1257,63,539,3,1,7178,15,13,128,46,668,4456,1851,821,434,0,57,98,230,870,395,15,380,0,461,1,14,
Aug-2018,11325,60,4,1,17,0,39,2063,25,5,96,6,16,0,6,1275,69,562,3,1,7413,17,13,127,48,713,4574,1920,885,473,0,61,103,248,903,428,13,414,0,461,1,13,
Sep-2018,11470,66,5,1,18,0,42,2149,23,4,94,10,15,0,6,1340,79,573,3,1,7401,15,13,124,49,739,4692,1769,903,473,0,62,109,259,951,471,15,457,0,465,1,13,
Oct-2018,11559,69,5,1,19,0,45,2180,24,5,94,2,15,0,6,1374,79,576,3,1,7434,16,13,126,49,772,4725,1734,913,495,0,61,106,251,963,487,15,472,0,465,1,10,
Nov-2018,11905,63,5,1,16,0,41,2157,24,5,93,7,15,0,6,1355,71,578,3,1,7773,15,13,124,50,803,4842,1927,936,515,0,63,106,252,977,497,15,482,0,466,1,13,
Dec-2018,11849,63,5,1,14,0,43,2179,24,5,91,9,15,0,6,1373,68,584,3,1,7692,15,13,120,49,816,4877,1802,942,517,0,63,102,261,973,496,16,479,0,464,1,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
